node,pagerank_manual,pagerank_networkx
0,0.001340479001046804,0.0012092105125390755
4,0.00045805016806903844,0.00037276667325154275
5,0.0006449657522634393,0.0005298511448406154
7,9.388294255053634e-05,7.731849976180835e-05
8,0.0002833066539343459,0.00024383920943066244
9,5.097926885932512e-05,4.0567797589211426e-05
10,0.0007477704364963427,0.0006208428830337029
11,0.00043804673992517277,0.0003558522149970139
12,0.0012828914206072764,0.001058597696212437
13,0.0005055060320985433,0.000545972556254915
14,0.0005943235190240992,0.0005471343054212279
15,0.00015520467152690417,0.00015340917614026423
16,0.00015628889514817992,0.00013078973812931952
17,0.00013156363683073614,0.00017558077950695787
18,0.004818391676531459,0.005221748189888909
19,0.0015716284010059577,0.0013903155426504487
20,0.0005769967123726988,0.0005332713303316609
21,0.0008824392035067199,0.0007757345046797443
22,0.0007343767400272421,0.0005988557767365338
23,0.0002902288518655944,0.0002293905465369405
24,0.0007789172369983232,0.0006435778404973176
25,0.00033592648618588523,0.00027537186812433154
26,0.0005784091734660453,0.00048407830449846543
27,0.002096871268747702,0.0018320187403385007
28,0.0017155999902135565,0.0016514310426121287
29,0.0011257633470998084,0.0009705473440310405
30,0.001643421305250738,0.0013653974191929538
31,0.001833603187991669,0.001524064484238531
32,0.0003326262034178065,0.00027767986163063085
33,0.0007339924327370232,0.0006010945065634025
34,0.0019962660783240573,0.0017396097615153636
35,0.0009574837756595757,0.000831711269977654
36,0.00012911651133919072,0.0001181643059751393
37,0.00070500891657499,0.0005826134110285109
38,0.0004265236342658442,0.00033894811440841394
39,0.00048141338948800975,0.0004160213776990679
40,0.002753794328446606,0.002564043809875708
41,6.447376977711395e-05,5.206619597461045e-05
42,0.0001294069486780257,0.00010437859987630565
43,0.0008446776675783238,0.0006930743099389483
44,0.0010831741735403378,0.001151050946362261
45,0.000628953328506722,0.0005531719689314537
46,0.0006431496519281737,0.0005734054422598506
47,0.00010250808534424814,8.339338358328809e-05
48,0.0011489678114403976,0.0009561999795614364
49,0.0011814375825383006,0.0011694270267998525
50,0.0008389401695244752,0.000677882475003177
51,0.0008319735643103705,0.0007024549005235134
52,8.748004599566116e-05,7.338585554579044e-05
53,0.0005931913464614605,0.0005606910012822993
54,0.0007003428625897827,0.0006429167113178403
55,0.0006907044407214639,0.0005922506550172583
56,1.219241488714043e-05,1.0694867775794508e-05
57,0.0002032401677135973,0.00017299339333508206
58,0.0008069274260250934,0.0007462339810366778
59,0.0016004429914910257,0.0016244048146284963
60,0.0002228018927495,0.00019639897495744198
61,0.001046205095604228,0.0008586454157798394
62,8.963186182055222e-05,9.01819551622037e-05
63,0.0006214719799370836,0.0005956703294728494
64,0.0010518900811487433,0.001172036566967077
65,0.0008159339442238897,0.0007003242059559311
66,0.0009030490687958814,0.0008184658875691465
67,0.0004897745097058645,0.0004545723808001513
68,0.0006121225184538851,0.0005332163454055174
69,0.0008415349627802827,0.0007522739428597258
70,5.6246676253975313e-05,4.803978999443873e-05
71,0.000576672813940409,0.0005121670330859604
72,0.0009336636844717022,0.0007887867669067927
73,0.0005831602956434878,0.0004945536141126311
74,0.0016075809506330388,0.0013503886462277368
75,0.0003302269885155376,0.00028938438564134563
76,0.0004531483758533459,0.00038369618010259125
77,0.0019698336772614455,0.0018972642148781923
78,0.0007398625601359229,0.000635429880889559
79,0.0006795757136042941,0.00058009613727922
80,0.00011531878496219382,0.0001084963212164746
81,0.001343698051575011,0.0011052496329157133
82,0.00014422326922548348,0.00014872519045094692
83,0.0009136771394680844,0.0007774056612244636
84,5.715723726494757e-05,7.669899828907226e-05
85,0.0005436351244088825,0.0005402980525837302
86,0.00017835994392940955,0.00014953395643263695
87,0.0004118724635404174,0.0003387771421738259
88,0.0005669247176177969,0.000463556207994169
89,0.0005045164641607858,0.0003963174251285146
90,0.0014640042294868272,0.0012526601742219934
91,0.00015448316824369157,0.00014328246196568036
92,0.0006009581689693714,0.000578571766275339
93,0.0007800850917545568,0.0006731832131360816
94,4.732916686859302e-05,4.000563711561068e-05
95,2.764210685732875e-05,2.6369466754247734e-05
96,0.0010483457490832895,0.0009127930461729469
97,0.0005982801013329169,0.0005104919363197276
98,0.00018771625299845632,0.00016742191667874342
99,8.933626531641956e-05,8.333767832026774e-05
100,0.0008011900209505478,0.000664843421013054
101,0.0009860947905753607,0.0008181762890521643
102,0.0011342792464084563,0.0009899954705985283
103,0.0013307185641433458,0.0011342111652769388
104,0.0011178207845559042,0.0009655322736105197
105,0.0005188778523302077,0.00045811514092582883
106,0.00020486166025376104,0.00016608618448184532
107,0.0007842577005424809,0.0007138265871829881
108,0.00043348520448289074,0.0003519866975536856
109,0.00035944544200216286,0.00029967166548241727
110,0.00040439040677814374,0.00037937733475567064
111,0.0004646163563631147,0.00039462410343107723
112,0.00047073965618080687,0.0004916597433911413
113,0.00037593166702503994,0.0003142412581928826
114,4.779477087212881e-05,4.3236229940850036e-05
115,0.00040589083707545117,0.000368735229581454
116,0.0005069695687120725,0.0004266524153718777
117,0.0006988884949459746,0.0005753585622783431
118,0.0026756237207826005,0.002772079443109426
119,0.0003063962152301495,0.000274792211150168
120,0.00037635083585528474,0.00034856361864645
121,1.9610071845509512e-05,1.7932010426658835e-05
122,0.0006411918171626411,0.0005243529934653804
123,0.0004598467327584969,0.0004005646387060599
124,0.0003129057064920732,0.0002796316494990803
125,0.0011473336084501116,0.0011253769232123939
126,0.00020208505599801386,0.00021546668308308506
127,0.0008553332650214633,0.000728485644025522
128,0.0017476834647898716,0.0018442144767363156
129,5.0633392712937535e-05,5.9129349905067834e-05
130,0.0009448612642308137,0.0009619364862212029
131,4.439038094724439e-05,4.610798740371899e-05
132,0.00030407796756456556,0.0002973849118171114
133,0.00034975953925143007,0.0003392700020117504
134,0.00020723258503267534,0.0002217087530274309
135,0.0020205764945800584,0.0018773831052129358
136,0.002229060511919822,0.0024708390811559702
137,0.0002966409186558654,0.00030568128512232113
138,0.0006496940382637612,0.0006331881572014686
139,0.0002209868040548567,0.0002192318644830845
140,0.0005177208178144411,0.0004928992300212427
141,0.0006832981302762267,0.0006360744940169273
142,9.36504200368115e-05,0.00010757646428646633
799,1.7333957252889458e-05,1.5755812587116563e-05
1,0.001604804554199384,0.0014958246012266542
169,0.0010765222787279258,0.0009826134189032008
223,0.000457078719675276,0.0004128850514278855
233,0.0008014290190155456,0.0006873426457012967
295,0.0012460887426075766,0.0010214478703750771
310,0.00028279706955936955,0.0002327434402618841
333,0.0009054330073374487,0.0007168367143512137
335,0.000459534170775275,0.00037199313342656357
368,0.0006934592263368395,0.000619342781164711
388,0.0015598083318248688,0.00140761318635069
401,0.0023215587275363337,0.0020138205827699763
409,0.0005798020212168372,0.000482107210528508
426,0.0009513430279734658,0.0007803862923524374
427,0.0006438366727138988,0.0005170290375265629
433,0.0015347006132070127,0.0013880386850156734
449,0.0011728151711367638,0.0009824931241411924
545,0.00037868262027302335,0.0003033666767008378
550,0.0020976014826955976,0.0017981665851404297
551,0.0012235017083743567,0.0010278729056148249
588,0.000828690949270797,0.0006742010017980262
639,0.0011050459448868578,0.0009085669791807825
681,0.0006861338634598752,0.000627424935817704
686,0.00043336720554091213,0.0004347329297989695
715,0.0011543396062671967,0.0011544431270871717
716,0.00027427858437348735,0.00021656274317944556
717,0.0016525582912034886,0.0016171608828937278
718,0.00017094651785889625,0.00013087685854061123
719,0.000718511040542378,0.0006394513094256988
720,0.0002488143261438092,0.000210644286897544
721,0.0004091552972969391,0.00033449297793627074
722,0.0011335126905227678,0.0010484316616869987
723,0.0010520103122238778,0.0009203057616327936
724,0.0005319890608420743,0.0004666834565251195
725,0.0022708212258551437,0.001974173448906453
726,0.0018221526335586377,0.0016873949434711689
727,0.00027499849084198325,0.00024950930446723585
728,0.0007847400257539176,0.0006702025597336665
729,0.0006411056737039152,0.0005265102793404989
730,0.0007004001656078482,0.000578119944485354
731,0.0001105485655353161,0.00010045995398115397
732,0.0001397145932642308,0.00013778650744662819
733,0.0007366321904558334,0.0007203390009960412
734,3.0339691765400722e-05,2.332322616100173e-05
735,0.001500294598547784,0.0014898259393910601
736,3.986924021738985e-05,3.6770545699465516e-05
737,0.004253908916077197,0.004095243761579442
738,0.0013608758257760301,0.0013940123738985961
2,0.0005960758084391038,0.0005044161275324589
155,0.0004036208594715016,0.00032280054328625874
225,0.0007865887147594509,0.000683878537446646
235,0.0004974527813104721,0.00041762071404579087
236,0.0002645770744571258,0.000237995315936372
237,0.0004048521544914896,0.0003305524687009742
245,4.069994050830218e-05,3.902211149021957e-05
249,0.0003458288578216354,0.0002818039020840408
303,0.00014869490586552183,0.00014636916917408423
330,0.00023040657591639013,0.0002085275682981551
366,0.0001937575669458792,0.00016941938168623898
369,0.0006837604883172307,0.0005912279245378196
398,0.001354777533312471,0.00127592160326639
402,0.0008505150784407059,0.0007320473579237206
413,0.0004512064972422045,0.0003953667447430427
421,0.0008037324533356674,0.0006734750388286558
437,0.0002089857944008936,0.00017001180283801522
438,0.0007604237693519499,0.0007336784114155325
443,0.0009739705752516674,0.0008442047239700341
445,0.000351711128515604,0.0003105069445540896
548,0.00047856096545885224,0.00043920892496940696
555,0.001065691414303495,0.0009202836290848934
560,0.00014428657564594878,0.00012081315422703575
563,0.0013827929357022803,0.001195665733458854
625,0.0001922439699773165,0.00017701276144241028
651,3.63951191602986e-05,3.4191313753716406e-05
664,0.0008048670883231493,0.0006844233857889038
683,0.00035937564514870073,0.00028701291565419836
775,9.674115352770106e-05,7.696535818082654e-05
776,0.0008875951786351251,0.0008224544977032279
777,6.784618498624422e-05,6.53967951489308e-05
778,9.584582089600136e-05,7.803869980058949e-05
779,0.0004970255769766298,0.0004077597719308447
780,0.0012166604624672098,0.0012560003163326241
781,0.00010446116119354003,9.370292227070255e-05
782,0.00047152578898549535,0.000380846602051948
783,0.0005968811388598425,0.000511948158258758
784,0.00014550988424785483,0.00012536637146448896
785,2.498815920698998e-05,2.6014289327870132e-05
786,0.0004938101901735268,0.0005165383077921346
787,0.00019239919924880685,0.00017384883851835555
788,0.00010493590820449767,0.00010363148265891889
789,0.0005463431899209319,0.0005173979920765797
790,0.0019325469993860221,0.0023400618579566866
791,0.000877944757747978,0.001054655322902871
792,0.00020458119651650837,0.00019120572756473397
793,0.0009905422686471079,0.0009369476701542941
794,0.00018115560824362136,0.00017425672123680397
168,0.0001067478808248318,8.136991043493672e-05
365,0.0002279217776183606,0.00019985320888770062
699,0.0003186917959310016,0.00034029828337739615
999,0.0007845257016448988,0.0007822386406129056
1003,0.00023601660739705528,0.00019380411351601007
1022,0.0001597014734896203,0.0001330704944426281
1106,0.000226361495767163,0.0002009572814066613
1107,3.512278541645371e-05,3.0262884639478417e-05
1108,0.0007950963014268169,0.0006531388345733897
1109,4.9170200324543736e-05,5.0070661126697957e-05
71389,0.00017625843950152783,0.00014994158286893176
158,3.202377717634495e-05,2.6132071272117016e-05
222,0.000278453157653312,0.0002413816516665288
318,0.00039150129604595613,0.00034932052294437224
508,0.00017807142265472862,0.00015766723280492072
547,0.00046824449763752714,0.00041724824180357076
796,5.117067079475777e-05,4.417082086995728e-05
965,0.0008602316122904569,0.0007067125707097512
979,0.0003378218570562907,0.00030029714936278585
1005,0.00023732585752825986,0.00025432472411420024
1008,0.0002984026155126686,0.0002711873406625655
1118,2.396059849734083e-05,2.058482431787176e-05
1119,5.438004762468541e-05,4.7640546209112924e-05
1120,0.00014749260475820122,0.00012312210539900317
1121,2.6279632943243092e-05,2.106885777557532e-05
1122,5.26936678649458e-05,4.412605389596104e-05
1123,0.00012470763558664828,0.00010408767326509058
1124,7.874068323453802e-05,7.075882714688987e-05
1125,0.00011190925319080719,8.996692721720377e-05
1126,0.00018058292269286703,0.00015817232844236008
1127,5.7904141853908685e-05,4.5702858595489415e-05
1128,0.00021563701840148213,0.00019651040548830103
1129,0.0007595079530651975,0.0006708760460137183
159,0.0001881758294847857,0.0001526764434599934
843,0.0015429650959493182,0.0015306194128381708
846,0.0005576175634091277,0.000483079714710045
848,0.0010720980341322535,0.001002905354372708
917,0.0004604545948741128,0.00037770168600056764
923,0.0010370824728677774,0.0008565103978772766
1163,0.0010548326657939273,0.0008728760238321987
1164,0.0018360334556858254,0.0018435749211320347
165,0.0008292907696582195,0.0006709440403837618
301,0.0016900250076313228,0.001716850582433461
302,0.00014507037981713268,0.00012769764186201267
312,0.0010137635588458504,0.0008094138181601535
319,0.0005810265566697069,0.0005070722572159301
344,8.214233838169041e-05,7.02522254447115e-05
345,0.00043205268859141234,0.00034830232849806934
354,0.0004584602013055849,0.00039081823560114783
367,0.00028229821850489555,0.00022782375845915517
384,0.00023103575801571865,0.00019221233226581762
385,0.0008981023086765613,0.0008345959130550847
395,0.0013357359252287031,0.0011708740848684017
408,0.0006070743541678806,0.0005303976406080159
411,0.0005842958392763749,0.00048367438796990725
414,0.0005595317691035089,0.00044883724990600664
415,0.0004724737753184555,0.00043814981039569546
418,0.0016236055085100815,0.0014934724264274776
436,0.0004454290586983021,0.00043269316287722196
549,0.001196452630305173,0.0011918564843936517
559,0.0002469092470044262,0.00023102152865868463
586,0.001013733924121759,0.0009005307238034545
611,6.360685281857658e-05,6.178106040126152e-05
612,4.061597333910121e-05,3.62591793221521e-05
620,0.0001859239200389215,0.00018060311615010602
627,8.489295095476404e-05,7.223105183085083e-05
663,0.0012953631576938438,0.0011135619047417762
712,0.0002536290995452035,0.00023002631114593607
766,0.0005493464776106773,0.00048771595884405087
852,0.0005114537204222143,0.0004137836742290509
974,0.00018658767868315375,0.00014579744867926898
993,0.0008976131409844097,0.0008132407165978231
998,0.00032947756571164545,0.0003005680208652505
1026,0.00011024695239256632,9.299540045346562e-05
1027,0.0003897674337663903,0.00030999089301132375
1166,0.00024017000187023042,0.0001973667969840046
1167,0.00044305099990109753,0.00036332479981454526
1168,6.316201819665598e-05,5.0271017054965533e-05
1169,0.00014783130375946177,0.00011840289056710173
1170,0.00015017930244440024,0.00012744947393639593
1171,0.00038162270134304167,0.00036668205716579733
1172,0.0008256751235908466,0.0007529750777929293
1173,0.00099765457039512,0.0009676093972943997
1174,0.00039157163475930643,0.0003449527282290991
1175,4.514146956893018e-05,3.978121776464119e-05
1176,0.0002526345371422951,0.00025614034326619804
1177,0.0010591829427549816,0.0009830420845629237
1178,0.0013876561138951831,0.0012394016125131875
1179,0.0017668040530733119,0.001767822532303238
1180,4.7491634014305306e-05,5.385490270831515e-05
1181,0.000783233517744999,0.0007405237402726549
1182,0.0003356226712634674,0.00026936366130451197
1183,7.237032138373524e-05,6.0518671581987266e-05
1184,0.0002678032991632208,0.00022378104713791834
1185,0.0006349334750574954,0.000650071349813038
1186,0.00020115177827150876,0.00017725398889106657
1187,1.8848648191303823e-05,1.9579367329074754e-05
1188,1.0396323621050549e-05,8.671981074631547e-06
1189,3.969103814028855e-05,4.593512015163414e-05
1190,0.0009722273454032036,0.0009883255970993463
1191,0.0018857425134839972,0.001863587340354756
