node,pagerank_manual,pagerank_networkx
0,0.0009315373846679971,0.0008230386362903883
4,0.0002705529915934944,0.00021125303047032852
5,0.0003813568676116516,0.00029875874227049245
7,6.0029540854366946e-05,4.846139902956943e-05
8,0.00019273138684057004,0.0001681083623769306
9,3.065479686969975e-05,2.330561584797167e-05
10,0.00045889638781287527,0.00036738019908123327
11,0.0002559393522817836,0.00019830526904505592
12,0.0007760670114413965,0.0006110892462315289
13,0.00043992265302773695,0.0004432131495407217
14,0.00040843474771059385,0.00035571600970199773
15,0.00011415370102128265,0.00010659366379569045
16,9.779077617086373e-05,7.954406305134359e-05
17,0.0001747755830201967,0.00019679046733995102
18,0.004535362879266229,0.004657194750781481
19,0.000969420268205508,0.0007995155843302297
20,0.00038976653880080903,0.00034057737197473574
21,0.0005712863022020818,0.0004796703868536882
22,0.00044789476593619116,0.0003567650751318267
23,0.0001631844004398198,0.00012126185200410121
24,0.0004645848104159332,0.00036757199912853053
25,0.00020683764291844743,0.00016605925846768283
26,0.00035782694110582624,0.0002897215747643446
27,0.0014310647282939639,0.0012328284985659364
28,0.0012017805964738026,0.0010861409120003233
29,0.0006939692649839026,0.0005663814056817741
30,0.0009666940241907012,0.0007568087583086864
31,0.001130430547244548,0.0009176275693915445
32,0.00022834557224787446,0.00019193912476947082
33,0.0004351747458931309,0.00034089070100948657
34,0.0012676224349113603,0.0010612671427763312
35,0.0006311812454423543,0.0005375471314837823
36,0.00010316242219593183,9.660890453753006e-05
37,0.00041261964755261795,0.00032005854056890655
38,0.0002432955528675448,0.00018359339495103896
39,0.0003256632468156485,0.0002813597325095084
40,0.0018250123293387442,0.0015923816594210361
41,4.291175436339946e-05,3.50476622550032e-05
42,8.192911527463258e-05,6.611905877542972e-05
43,0.000508005262628159,0.0004012328406928392
44,0.0009241046728181255,0.0009207603894711616
45,0.0004174250871636436,0.000363991381426889
46,0.0005005708485198265,0.00045970654322252907
47,6.450500169643388e-05,5.2720880986344216e-05
48,0.0006876450743285593,0.0005422174244651397
49,0.000954649722170569,0.0009080639216537609
50,0.0004873399507790326,0.00037272002364407145
51,0.0005133793478987291,0.0004166965313216748
52,5.55015492911625e-05,4.567720039235435e-05
53,0.0003980812831561356,0.0003507692698124309
54,0.00046220384128079986,0.0003995099066467661
55,0.00042637681835025677,0.00034801261080036415
56,1.0084074854930258e-05,9.062802700830791e-06
57,0.00013772944981726184,0.00011880449174727384
58,0.000534349994814571,0.0004633369325315827
59,0.0011824492965893866,0.0011010083975829834
60,0.0001609350772283543,0.00014195737546637596
61,0.0006130970262008704,0.00047286508706307094
62,9.077799943314639e-05,9.106014930836316e-05
63,0.00044307949315101626,0.0004020757521302672
64,0.000985568864011968,0.0010140257762839603
65,0.0005107389589405902,0.00042229999648163793
66,0.0006060252678498021,0.0005287397879589219
67,0.00040449219747871204,0.0003794612264605337
68,0.0003849462093744035,0.0003199107504897732
69,0.0005514017311368439,0.0004725215191784105
70,4.308858381947149e-05,3.8100300038337225e-05
71,0.00038458020544950846,0.00033093654178759736
72,0.0005625821504311452,0.00044943981651241166
73,0.0003534591278003547,0.0002840428756699998
74,0.0009982360489342338,0.0008066077469105246
75,0.0002134881195248835,0.00017954186440114525
76,0.00029260936994573143,0.00024383725735161135
77,0.0013965904287093144,0.0012702665463652989
78,0.0004595033658679548,0.00037811023999154207
79,0.00043895233366233083,0.0003705905687803354
80,8.584842223558623e-05,7.825457401371659e-05
81,0.0007844590497292559,0.0006044060869395691
82,0.0001267849241325336,0.00012761919765541982
83,0.0005705097041573176,0.00046675242605233633
84,7.995145175825657e-05,8.908332689143566e-05
85,0.0004249984310548527,0.0004072004858715197
86,0.00011301269146380144,9.364663982959884e-05
87,0.00024524155492985174,0.00019230347951735332
88,0.00034721050325393346,0.00027373830179175146
89,0.0002782026564674484,0.00020288137309556011
90,0.0009006087920441903,0.0007358279062215264
